,h,T,M,Lambda_lhs,s
1627,-7862.472161,36622447.09,1420000,0.0001839,0.000804619
1628,-426.6481453,1868193.457,1420000,0.000184,0.000215664
1629,-10197.90199,41480171.81,1420000,0.000184,0.000887054
1630,-4406.783434,22134596.36,1420000,0.000184,0.000559163
1631,-28028.29564,16045496.64,1420000,0.000184,0.000455958
1632,-26394.19178,37648887.78,1420000,0.000184,0.000822117
1633,-18386.64058,40641456.35,1420000,0.000184,0.000872838
1634,-1351.931335,38303239.78,1420000,0.0001841,0.000833307
1635,-30104.92705,38195766.23,1420000,0.000184,0.000831386
1636,-11821.02292,45321019.91,1420000,0.0001841,0.000952253
1637,-16192.5411,13733103.33,1420000,0.0001841,0.000416864
1638,-3978.88795,45097807.68,1420000,0.0001841,0.00094847
1639,-7072.197575,7376743.563,1420000,0.0001842,0.00030923
1640,-11049.11711,3384015.949,1420000,0.0001842,0.000241556
1641,-19424.54972,8510111.988,1420000,0.0001842,0.000328439
1642,-13168.96826,3144583.034,1420000,0.0001842,0.000237498
1643,-9755.125419,29901075.36,1420000,0.0001842,0.000690998
1644,-25526.4626,19587459.78,1420000,0.0001842,0.000516191
1645,-2902.708078,20305002.8,1420000,0.0001843,0.000528453
1646,-16352.9709,9419474.329,1420000,0.0001843,0.000343952
1647,-30144.0367,7539851.61,1420000,0.0001843,0.000312094
1648,-29014.58953,36526784.05,1420000,0.0001843,0.000803398
1649,-24207.96891,47395389.42,1420000,0.0001843,0.000987612
1650,-8054.132981,36286003.34,1420000,0.0001844,0.000799417
1651,-24087.35056,5462968.449,1420000,0.0001843,0.000276893
1652,-13871.78744,22619069.06,1420000,0.0001844,0.000567774
1653,-6174.625629,44165096.48,1420000,0.0001844,0.000932961
1654,-420.5981365,29437271.01,1420000,0.0001844,0.000683337
1655,-18428.05207,28404804.3,1420000,0.0001844,0.000665837
1656,-329.495944,10656974.91,1420000,0.0001845,0.000365127
1657,-3806.284159,45989397.84,1420000,0.0001845,0.000963981
1658,-18281.52344,37601397.76,1420000,0.0001845,0.000821812
1659,-17571.22464,43180942.15,1420000,0.0001845,0.00091638
1660,-22157.25445,20353256.07,1420000,0.0001845,0.00052947
1661,-20254.30216,18291495.12,1420000,0.0001845,0.000494525
1662,-30475.09219,29558018.09,1420000,0.0001845,0.000685483
1663,-13511.4926,11433047.53,1420000,0.0001846,0.00037838
1664,-1370.355607,36913707.02,1420000,0.0001846,0.000810256
1665,-27589.04558,20742783.64,1420000,0.0001846,0.000536173
1666,-9356.185097,25634313.94,1420000,0.0001846,0.00061908
1667,-15967.61325,34512521.04,1420000,0.0001846,0.000769558
1668,-14074.00547,40863515.04,1420000,0.0001847,0.000877302
1669,-282.4952254,30341461.8,1420000,0.0001847,0.000698962
1670,-17034.50407,30017899.16,1420000,0.0001847,0.000693478
1671,-3386.048475,18901853.29,1420000,0.0001847,0.00050507
1672,-21783.8165,12605127.18,1420000,0.0001847,0.000398346
1673,-31406.72222,4211004.782,1420000,0.0001847,0.000256073
1674,-7099.062106,25859570.81,1420000,0.0001848,0.000623098
1675,-17665.04625,36747175.05,1420000,0.0001848,0.000807633
1676,-9023.581996,511253.4651,1420000,0.0001848,0.000193465
1677,-29926.95968,9923056.307,1420000,0.0001848,0.000352987
1678,-12489.78069,4143582.46,1420000,0.0001848,0.00025503
1679,-15502.49332,16110710.35,1420000,0.0001848,0.000457863
1680,-4868.648438,35740021.91,1420000,0.0001849,0.000790663
1681,-30576.9682,10527767.72,1420000,0.0001848,0.000363237
1682,-29140.31816,9324015.931,1420000,0.0001849,0.000342934
1683,-30784.67398,33981583.88,1420000,0.0001849,0.000760859
1684,-9542.928641,39842547.21,1420000,0.0001849,0.000860197
1685,-1096.301888,643179.7654,1420000,0.000185,0.000195901
1686,-16111.90641,33467464.84,1420000,0.000185,0.000752245
1687,-29585.73019,5223671.949,1420000,0.0001849,0.000273437
1688,-31762.1467,32390612.38,1420000,0.000185,0.000733993
1689,-23125.57413,13511033.5,1420000,0.000185,0.000414001
1690,-23608.84893,45907473.23,1420000,0.000185,0.000963093
1691,-24660.7449,44488774.54,1420000,0.000185,0.000939047
1692,-26420.57572,47313067.52,1420000,0.000185,0.000986916
1693,-5152.957066,31319963.13,1420000,0.0001851,0.000715947
1694,-28867.48083,13277119.28,1420000,0.0001851,0.000410136
1695,-18036.32229,12483249.57,1420000,0.0001851,0.000396681
1696,-27280.35564,1277682.327,1420000,0.0001851,0.000206756
1697,-13142.2991,27501731.59,1420000,0.0001851,0.000651231
1698,-19944.88456,20097493.93,1420000,0.0001851,0.000525735
1699,-3921.236119,45576364.7,1420000,0.0001852,0.000957681
1700,-11603.70961,26722092.04,1420000,0.0001852,0.000638117
1701,-6485.895407,9312301.971,1420000,0.0001852,0.000343036
1702,-28970.9708,6293450.832,1420000,0.0001852,0.000291869
1703,-9516.886861,41732275.43,1420000,0.0001852,0.000892527
1704,-18064.36423,36149275.93,1420000,0.0001852,0.0007979
1705,-27699.98684,37059960.77,1420000,0.0001852,0.000813335
1706,-7641.486153,31497244.32,1420000,0.0001853,0.000719152
1707,-31275.96838,30039783.09,1420000,0.0001853,0.000694449
1708,-17846.06491,38443574.47,1430000,0.0001853,0.000836886
1709,-24881.01765,27938411.66,1430000,0.0001853,0.000658832
1710,-5186.617845,15908582.31,1430000,0.0001854,0.000455037
1711,-15722.26496,34895620.97,1430000,0.0001854,0.000776851
1712,-22220.44239,9835168.015,1430000,0.0001854,0.000352098
1713,-12178.81846,7578759.203,1430000,0.0001854,0.000313854
1714,-3905.035157,43237177.5,1430000,0.0001854,0.000918234
1715,-26386.77906,44066469.55,1430000,0.0001854,0.000932289
1716,-6510.808391,15837190.37,1430000,0.0001854,0.000453827
1717,-23976.16262,663601.5347,1430000,0.0001854,0.000196647
1718,-15164.78783,13799172.51,1430000,0.0001855,0.000419384
1719,-22740.63285,6190320.824,1430000,0.0001855,0.000290421
1720,-6813.280142,6385885.806,1430000,0.0001855,0.000293735
1721,-29407.00628,24648453.97,1430000,0.0001855,0.00060327
1722,-23971.44674,4372912.431,1430000,0.0001855,0.000259617
1723,-15654.84772,15343204.79,1430000,0.0001855,0.000445554
1724,-31606.57816,5354397.228,1430000,0.0001855,0.000276252
1725,-5845.064008,43724321.89,1430000,0.0001856,0.00092669
1726,-7890.225783,23856670.92,1430000,0.0001856,0.00058995
1727,-1803.121375,13615375.46,1430000,0.0001856,0.000416369
1728,-6043.136416,37682117.05,1430000,0.0001856,0.00082428
1729,-21364.21236,18305533.77,1430000,0.0001856,0.000495863
1730,-26345.78664,36694243.06,1430000,0.0001856,0.000807536
1731,-12965.02419,44556687.31,1430000,0.0001857,0.000940898
1732,-2291.79957,33297079.56,1430000,0.0001857,0.000750057
1733,-997.5464156,33523117.31,1430000,0.0001857,0.000753888
1734,-28428.07434,9001740.663,1430000,0.0001857,0.000338272
1735,-29791.0118,17085883.33,1430000,0.0001857,0.000475291
1736,-28947.60183,19380350.44,1430000,0.0001857,0.000514181
1737,-15354.89356,218474.5859,1430000,0.0001857,0.000189403
1738,-6441.915299,10909854.3,1430000,0.0001858,0.000370713
1739,-7571.700195,5234300.83,1430000,0.0001858,0.000274517
1740,-22078.16334,34145590.1,1430000,0.0001858,0.000764539
1741,-5358.427775,3455184.516,1430000,0.0001858,0.000244362
1742,-1333.706419,18140014.38,1430000,0.0001858,0.000493258
1743,-4675.80099,46316435.35,1430000,0.0001858,0.000970824
1744,-26269.24131,19310577.36,1430000,0.0001858,0.000513098
1745,-4433.094965,10973893.51,1430000,0.0001859,0.000371898
1746,-27090.45786,20995839.8,1430000,0.0001858,0.000541662
1747,-29655.94287,23849867.26,1430000,0.0001859,0.000590135
1748,-12849.4432,29763604.26,1430000,0.0001859,0.000690368
1749,-10615.37686,5172565.563,1430000,0.0001859,0.000273571
1750,-9779.65295,7196039.381,1430000,0.0001859,0.000307867
1751,-29189.72936,4130730.406,1430000,0.0001859,0.000255912
1752,-8330.137684,21575846.07,1430000,0.000186,0.000551692
1753,-5684.793813,15984782.32,1430000,0.000186,0.000456929
1754,-10314.28007,35245179.88,1430000,0.000186,0.000783376
1755,-8198.907018,35896139.12,1430000,0.000186,0.000794409
1756,-16915.00671,25541778.87,1430000,0.000186,0.000618912
1757,-8971.870467,39385116.59,1430000,0.000186,0.000853544
1758,-19496.34223,1391779.46,1430000,0.000186,0.000209589
1759,-22690.51611,46264196.72,1430000,0.000186,0.000970139
1760,-26682.31305,14031892.2,1430000,0.000186,0.000423829
1761,-2272.216983,29656541.71,1430000,0.0001861,0.000688753
1762,-22707.88422,21125548.29,1430000,0.0001861,0.00054416
1763,-9334.761724,14657018.99,1430000,0.0001861,0.000434524
1764,-10052.88558,29339467.47,1430000,0.0001861,0.000683379
1765,-30649.10541,5420793.765,1430000,0.0001861,0.000277978
1766,-18103.07019,8847310.482,1430000,0.0001861,0.000336054
1767,-10011.09032,31585546.57,1430000,0.0001862,0.000721548
1768,-30528.21719,28838079.34,1430000,0.0001861,0.000674881
1769,-15230.93179,14943062.6,1430000,0.0001862,0.000439472
1770,-5181.126278,401246.7791,1430000,0.0001862,0.000193001
1771,-5911.947016,43060935.52,1430000,0.0001862,0.000916046
1772,-12854.11084,43793394.8,1430000,0.0001862,0.000928461
1773,-24465.95597,4819619.502,1430000,0.0001862,0.000267888
1774,-21290.84228,4419664.352,1430000,0.0001862,0.00026111
1775,-9000.588517,5025823.471,1430000,0.0001863,0.000271483
1776,-12456.16309,1045062.049,1430000,0.0001863,0.000204013
1777,-25724.6096,1140718.794,1430000,0.0001863,0.000205634
1778,-18763.84531,4950431.137,1430000,0.0001863,0.000270206
1779,-9471.685911,30233665.54,1430000,0.0001863,0.000698735
1780,-13276.38788,32053316.76,1430000,0.0001863,0.000729577
1781,-29175.57392,10367606.28,1430000,0.0001863,0.000362022
1782,-27444.79577,1973617.842,1430000,0.0001863,0.000219751
1783,-18656.06876,34024131.46,1430000,0.0001863,0.00076298
1784,-30275.43397,2079327.345,1430000,0.0001863,0.000221543
1785,-11781.81794,17446704.12,1430000,0.0001864,0.000482107
1786,-25919.96418,45970639.82,1430000,0.0001864,0.000965563
1787,-6399.406633,18741827,1430000,0.0001864,0.000504058
1788,-4104.313803,18075998.61,1430000,0.0001864,0.000492773
1789,-22604.27766,7354240.658,1430000,0.0001864,0.000311048
1790,-8909.178969,40522976.93,1430000,0.0001864,0.00087323
1791,-7170.042316,6015404.04,1430000,0.0001865,0.000288456
1792,-17941.79993,14159489.56,1430000,0.0001865,0.000426491
1793,-260.7193207,27828945.22,1430000,0.0001865,0.000658177
1794,-18621.59969,2577109.509,1430000,0.0001865,0.00023018
1795,-25745.98393,23446844.46,1430000,0.0001865,0.000583904
1796,-537.5592092,6109449.669,1430000,0.0001865,0.00029005
1797,-6941.503884,16027959.54,1430000,0.0001865,0.00045816
1798,-9041.096649,43893526.55,1430000,0.0001865,0.000930458
1799,-15036.87007,45378836.19,1430000,0.0001865,0.000955633
1800,-17621.2281,46476556.72,1430000,0.0001866,0.000974338
1801,-3730.321056,282159.2669,1430000,0.0001866,0.000191382
1802,-29634.32343,47574004.95,1430000,0.0001866,0.000992939
1803,-14613.36763,14865709.41,1430000,0.0001866,0.000438561
1804,-10937.71609,17058912.34,1430000,0.0001866,0.000475734
1805,-9202.915268,24908683.95,1430000,0.0001866,0.000608781
1806,-30381.98566,39756677.92,1430000,0.0001866,0.000860442
1807,-11753.67985,27568223.38,1430000,0.0001867,0.000653958
1808,-19379.14879,26268840.93,1430000,0.0001867,0.000631935
1809,-12175.31748,6839471.176,1430000,0.0001867,0.000302623
1810,-30964.29277,11758017.21,1430000,0.0001867,0.000385988
1811,-7834.965369,14298881.32,1430000,0.0001867,0.000429054
1812,-29008.85207,20138161.5,1430000,0.0001867,0.000528025
1813,-26476.82411,9558842.525,1430000,0.0001867,0.000348714
1814,-27199.57528,21174015.06,1430000,0.0001867,0.000545582
1815,-14977.43079,21530703.19,1430000,0.0001867,0.000551627
1816,-30666.83182,2511656.24,1430000,0.0001867,0.00022927
1817,-9413.044292,24331267.28,1430000,0.0001868,0.000599194
1818,-3054.167758,24920521.63,1430000,0.0001868,0.000609182
1819,-11117.90738,29720178.71,1430000,0.0001868,0.000690532
1820,-3824.390569,18240222.46,1430000,0.0001868,0.000495956
1821,-9854.862677,6417729.121,1430000,0.0001868,0.000295575
1822,-8102.755424,10119074.44,1430000,0.0001868,0.00035831
1823,-14740.9513,25503944.82,1430000,0.0001868,0.00061907
1824,-12934.13325,12212987.45,1430000,0.0001868,0.0003938
1825,-31629.30177,43846890.22,1430000,0.0001868,0.000929968
1826,-20715.90293,17215850.33,1430000,0.0001869,0.000478694
1827,-25563.96854,12307915.94,1430000,0.0001869,0.000395509
1828,-15813.09392,31854314.34,1430000,0.0001869,0.000726804
1829,-2917.830796,33116218.32,1430000,0.0001869,0.000748192
1830,-5750.129968,41641636.9,1430000,0.0001869,0.00089269
1831,-30851.99046,9613607.176,1430000,0.0001869,0.000349842
1832,-14777.62588,13304221.75,1430000,0.0001869,0.000412395
1833,-6666.597819,44737993.03,1430000,0.000187,0.000945271
1834,-6638.56492,37322079.88,1430000,0.000187,0.000819578
1835,-20823.75543,45443817.03,1430000,0.000187,0.000957234
1836,-30409.46754,24500675.9,1430000,0.000187,0.000602266
1837,-30332.24998,20011959.85,1430000,0.000187,0.000526186
1838,-3578.603207,4553457.068,1430000,0.000187,0.000264177
1839,-244.0529816,23576417.89,1430000,0.000187,0.0005866
1840,-8269.845605,20913366.7,1430000,0.000187,0.000541464
1841,-1033.64585,45135454.07,1430000,0.000187,0.000952008
1842,-6856.234299,46498436.85,1430000,0.000187,0.000975109
1843,-18591.88795,11158642.53,1430000,0.000187,0.00037613
1844,-3316.82919,11955562.9,1430000,0.0001871,0.000389737
1845,-7242.319511,28320445.95,1430000,0.0001871,0.000667108
1846,-7452.694243,24160590.56,1430000,0.0001871,0.000596602
1847,-4553.104652,46800447.51,1430000,0.0001871,0.000980328
1848,-14746.93035,15695921.8,1430000,0.0001871,0.000453133
1849,-12548.58736,47784425.45,1440000,0.0001871,0.000997006
1850,-18461.66503,19129052.6,1440000,0.0001871,0.000511321
1851,-30583.25753,39060801.65,1430000,0.0001871,0.000849147
1852,-9373.761315,36598617.86,1440000,0.0001871,0.000807416
1853,-5476.634096,14256725.32,1440000,0.0001872,0.000428839
1854,-18962.27079,4382752.02,1440000,0.0001872,0.000261484
1855,-8587.217853,32088580.89,1440000,0.0001872,0.000731074
1856,-7476.712074,20980738.06,1440000,0.0001872,0.000542806
1857,-7165.200673,44283439.04,1440000,0.0001872,0.000937767
1858,-26562.29834,9649031.857,1440000,0.0001872,0.000350743
1859,-3232.267252,6660564.629,1440000,0.0001872,0.000300091
1860,-30036.52496,5297842.891,1440000,0.0001872,0.000276994
1861,-8146.571071,24950834.05,1440000,0.0001872,0.000610095
1862,-6263.084043,40494766.94,1440000,0.0001873,0.000873652
1863,-14662.56628,41145896.1,1440000,0.0001873,0.000884688
1864,-7011.786183,29152901.16,1440000,0.0001873,0.000681417
1865,-31806.87989,10189538.49,1440000,0.0001873,0.000360004
1866,-23863.65184,14074086.28,1440000,0.0001873,0.000425844
1867,-603.9340923,43503726.85,1440000,0.0001873,0.000924651
1868,-8950.763481,45403491.86,1440000,0.0001873,0.000956851
1869,-11513.7592,38282210.33,1440000,0.0001873,0.000836151
1870,-20890.74274,17735924.15,1440000,0.0001873,0.000487909
1871,-2065.440035,16508018.91,1440000,0.0001874,0.000467197
1872,-7327.498134,44134261.58,1440000,0.0001874,0.000935438
1873,-28648.08451,14596355.28,1440000,0.0001873,0.000434696
1874,-9427.486905,47539773.75,1440000,0.0001874,0.000993159
1875,-4064.118814,22874548.35,1440000,0.0001874,0.000575104
1876,-26277.17511,4977146.061,1440000,0.0001874,0.000271758
1877,-17638.62754,10991664.79,1440000,0.0001874,0.000373699
1878,-28676.13881,40196833.01,1440000,0.0001874,0.000868702
1879,-1201.245292,16247510.93,1440000,0.0001874,0.000462782
1880,-17079.93685,22455350.82,1440000,0.0001874,0.000567999
1881,-16667.72084,45323270,1440000,0.0001874,0.000955591
1882,-5727.062522,10805729.93,1440000,0.0001875,0.000370648
1883,-23080.88006,39297899.37,1440000,0.0001874,0.000853466
1884,-25038.53396,33893412.05,1440000,0.0001874,0.000761865
1885,-28638.35623,7408843.326,1440000,0.0001875,0.000313074
1886,-11981.16967,35582321.1,1440000,0.0001875,0.00079059
1887,-10390.97954,47499.66185,1440000,0.0001875,0.000188305
1888,-23984.81275,32406376.88,1440000,0.0001875,0.000736761
1889,-2583.543968,22901493.98,1440000,0.0001875,0.000575661
1890,-18421.31389,15650326.9,1440000,0.0001875,0.00045276
1891,-29982.65744,14045369.65,1440000,0.0001875,0.000425557
1892,-12980.76301,31947728.42,1440000,0.0001875,0.000728987
1893,-10650.63364,21150193.94,1440000,0.0001876,0.000546078
1894,-24996.9558,10667805.28,1440000,0.0001875,0.00036831
1895,-26513.38294,31809472.69,1440000,0.0001876,0.000726744
1896,-28352.89561,9666494.244,1440000,0.0001876,0.000351439
1897,-26012.1019,18665103.94,1440000,0.0001876,0.000503958
1898,-1877.929391,10391991.39,1440000,0.0001876,0.000363735
1899,-27134.03249,24460496.84,1440000,0.0001876,0.000602185
1900,-17737.14334,27036547.6,1440000,0.0001876,0.000645847
1901,-15516.02061,1237454.011,1440000,0.0001876,0.000208574
1902,-1537.473516,40037487.67,1440000,0.0001876,0.000866201
1903,-28202.67509,46007126.67,1440000,0.0001876,0.000967382
1904,-23229.60172,38037166.23,1440000,0.0001876,0.000832298
1905,-7094.92062,41983247.62,1440000,0.0001877,0.00089928
1906,-11825.29145,35451118.48,1440000,0.0001877,0.000788566
1907,-6957.108279,44106162.18,1440000,0.0001877,0.000935262
1908,-30434.69311,22844874.23,1440000,0.0001877,0.000574901
1909,-28034.60574,9448818.077,1440000,0.0001877,0.000347849
1910,-1549.065045,32484998.01,1440000,0.0001877,0.000738293
1911,-30487.70659,11611119.86,1440000,0.0001877,0.000384499
1912,-3010.517106,8250302.984,1440000,0.0001877,0.000327536
1913,-777.3874327,46504671.68,1440000,0.0001877,0.000975915
1914,-14462.42549,38535874.24,1440000,0.0001877,0.00084085
1915,-11266.74633,15251427.48,1440000,0.0001877,0.000446199
1916,-14418.48451,17624944.06,1440000,0.0001878,0.000486528
1917,-13732.52148,33574564.37,1440000,0.0001878,0.00075686
1918,-6199.448996,8649262.283,1440000,0.0001878,0.000334398
1919,-22460.76813,6818290.492,1440000,0.0001878,0.000303364
1920,-23848.15823,21107161.94,1440000,0.0001878,0.000545549
1921,-9119.036602,26610493.24,1440000,0.0001878,0.000638825
1922,-20393.1363,25406733.38,1440000,0.0001878,0.000618423
1923,-12395.32132,21342656.77,1440000,0.0001878,0.00054954
1924,-16369.5646,13760169.31,1440000,0.0001878,0.000421023
1925,-15056.42461,37201799.31,1440000,0.0001878,0.000818339
1926,-5746.619199,9203444.609,1440000,0.0001879,0.000343891
1927,-28628.76601,11511451.27,1440000,0.0001878,0.000382909
1928,-6787.048744,38755779.34,1440000,0.0001879,0.000844778
1929,-10019.42292,9903552.694,1440000,0.0001879,0.000355757
1930,-16783.86848,29021940.94,1440000,0.0001879,0.000679797
1931,-1262.288148,37691291.25,1440000,0.0001879,0.000826735
1932,-20531.87688,2425227.366,1440000,0.0001879,0.000229006
